DATE,GS1,GS5,GS10,DFII5,DFII10,USREC
1991-11-01,4.89,6.62,7.42,,,0
1991-12-01,4.38,6.19,7.09,,,0
1992-01-01,4.15,6.24,7.03,,,0
1992-02-01,4.29,6.58,7.34,,,0
1992-03-01,4.63,6.95,7.54,,,0
1992-04-01,4.3,6.78,7.48,,,0
1992-05-01,4.19,6.69,7.39,,,0
1992-06-01,4.17,6.48,7.26,,,0
1992-07-01,3.6,5.84,6.84,,,0
1992-08-01,3.47,5.6,6.59,,,0
1992-09-01,3.18,5.38,6.42,,,0
1992-10-01,3.3,5.6,6.59,,,0
1992-11-01,3.68,6.04,6.87,,,0
1992-12-01,3.71,6.08,6.77,,,0
1993-01-01,3.5,5.83,6.6,,,0
1993-02-01,3.39,5.43,6.26,,,0
1993-03-01,3.33,5.19,5.98,,,0
1993-04-01,3.24,5.13,5.97,,,0
1993-05-01,3.36,5.2,6.04,,,0
1993-06-01,3.54,5.22,5.96,,,0
1993-07-01,3.47,5.09,5.81,,,0
1993-08-01,3.44,5.03,5.68,,,0
1993-09-01,3.36,4.73,5.36,,,0
1993-10-01,3.39,4.71,5.33,,,0
1993-11-01,3.58,5.06,5.72,,,0
1993-12-01,3.61,5.15,5.77,,,0
1994-01-01,3.54,5.09,5.75,,,0
1994-02-01,3.87,5.4,5.97,,,0
1994-03-01,4.32,5.94,6.48,,,0
1994-04-01,4.82,6.52,6.97,,,0
1994-05-01,5.31,6.78,7.18,,,0
1994-06-01,5.27,6.7,7.1,,,0
1994-07-01,5.48,6.91,7.3,,,0
1994-08-01,5.56,6.88,7.24,,,0
1994-09-01,5.76,7.08,7.46,,,0
1994-10-01,6.11,7.4,7.74,,,0
1994-11-01,6.54,7.72,7.96,,,0
1994-12-01,7.14,7.78,7.81,,,0
1995-01-01,7.05,7.76,7.78,,,0
1995-02-01,6.7,7.37,7.47,,,0
1995-03-01,6.43,7.05,7.2,,,0
1995-04-01,6.27,6.86,7.06,,,0
1995-05-01,6.0,6.41,6.63,,,0
1995-06-01,5.64,5.93,6.17,,,0
1995-07-01,5.59,6.01,6.28,,,0
1995-08-01,5.75,6.24,6.49,,,0
1995-09-01,5.62,6.0,6.2,,,0
1995-10-01,5.59,5.86,6.04,,,0
1995-11-01,5.43,5.69,5.93,,,0
1995-12-01,5.31,5.51,5.71,,,0
1996-01-01,5.09,5.36,5.65,,,0
1996-02-01,4.94,5.38,5.81,,,0
1996-03-01,5.34,5.97,6.27,,,0
1996-04-01,5.54,6.3,6.51,,,0
1996-05-01,5.64,6.48,6.74,,,0
1996-06-01,5.81,6.69,6.91,,,0
1996-07-01,5.85,6.64,6.87,,,0
1996-08-01,5.67,6.39,6.64,,,0
1996-09-01,5.83,6.6,6.83,,,0
1996-10-01,5.55,6.27,6.53,,,0
1996-11-01,5.42,5.97,6.2,,,0
1996-12-01,5.47,6.07,6.3,,,0
1997-01-01,5.61,6.33,6.58,,,0
1997-02-01,5.53,6.2,6.42,,,0
1997-03-01,5.8,6.54,6.69,,,0
1997-04-01,5.99,6.76,6.89,,,0
1997-05-01,5.87,6.57,6.71,,,0
1997-06-01,5.69,6.38,6.49,,,0
1997-07-01,5.54,6.12,6.22,,,0
1997-08-01,5.56,6.16,6.3,,,0
1997-09-01,5.52,6.11,6.21,,,0
1997-10-01,5.46,5.93,6.03,,,0
1997-11-01,5.46,5.8,5.88,,,0
1997-12-01,5.53,5.77,5.81,,,0
1998-01-01,5.24,5.42,5.54,,,0
1998-02-01,5.31,5.49,5.57,,,0
1998-03-01,5.39,5.61,5.65,,,0
1998-04-01,5.38,5.61,5.64,,,0
1998-05-01,5.44,5.63,5.65,,,0
1998-06-01,5.41,5.52,5.5,,,0
1998-07-01,5.36,5.46,5.46,,,0
1998-08-01,5.21,5.27,5.34,,,0
1998-09-01,4.71,4.62,4.81,,,0
1998-10-01,4.12,4.18,4.53,,,0
1998-11-01,4.53,4.54,4.83,,,0
1998-12-01,4.52,4.45,4.65,,,0
1999-01-01,4.51,4.6,4.72,,,0
1999-02-01,4.7,4.91,5.0,,,0
1999-03-01,4.78,5.14,5.23,,,0
1999-04-01,4.69,5.08,5.18,,,0
1999-05-01,4.85,5.44,5.54,,,0
1999-06-01,5.1,5.81,5.9,,,0
1999-07-01,5.03,5.68,5.79,,,0
1999-08-01,5.2,5.84,5.94,,,0
1999-09-01,5.25,5.8,5.92,,,0
1999-10-01,5.43,6.03,6.11,,,0
1999-11-01,5.55,5.97,6.03,,,0
1999-12-01,5.84,6.19,6.28,,,0
2000-01-01,6.12,6.58,6.66,,,0
2000-02-01,6.22,6.68,6.52,,,0
2000-03-01,6.22,6.5,6.26,,,0
2000-04-01,6.15,6.26,5.99,,,0
2000-05-01,6.33,6.69,6.44,,,0
2000-06-01,6.17,6.3,6.1,,,0
2000-07-01,6.08,6.18,6.05,,,0
2000-08-01,6.18,6.06,5.83,,,0
2000-09-01,6.13,5.93,5.8,,,0
2000-10-01,6.01,5.78,5.74,,,0
2000-11-01,6.09,5.7,5.72,,,0
2000-12-01,5.6,5.17,5.24,,,0
2001-01-01,4.81,4.86,5.16,,,0
2001-02-01,4.68,4.89,5.1,,,0
2001-03-01,4.3,4.64,4.89,,,0
2001-04-01,3.98,4.76,5.14,,,1
2001-05-01,3.78,4.93,5.39,,,1
2001-06-01,3.58,4.81,5.28,,,1
2001-07-01,3.62,4.76,5.24,,,1
2001-08-01,3.47,4.57,4.97,,,1
2001-09-01,2.82,4.12,4.73,,,1
2001-10-01,2.33,3.91,4.57,,,1
2001-11-01,2.18,3.97,4.65,,,1
2001-12-01,2.22,4.39,5.09,,,0
2002-01-01,2.16,4.34,5.04,,,0
2002-02-01,2.23,4.3,4.91,,,0
2002-03-01,2.57,4.74,5.28,,,0
2002-04-01,2.48,4.65,5.21,,,0
2002-05-01,2.35,4.49,5.16,,,0
2002-06-01,2.2,4.19,4.93,,,0
2002-07-01,1.96,3.81,4.65,,,0
2002-08-01,1.76,3.29,4.26,,,0
2002-09-01,1.72,2.94,3.87,,,0
2002-10-01,1.65,2.95,3.94,,,0
2002-11-01,1.49,3.05,4.05,,,0
2002-12-01,1.45,3.03,4.03,,,0
2003-01-01,1.36,3.05,4.05,1.65,2.29,0
2003-02-01,1.3,2.9,3.9,1.24,1.99,0
2003-03-01,1.24,2.78,3.81,1.09,1.94,0
2003-04-01,1.27,2.93,3.96,1.36,2.18,0
2003-05-01,1.18,2.52,3.57,1.18,1.91,0
2003-06-01,1.01,2.27,3.33,0.91,1.72,0
2003-07-01,1.12,2.87,3.98,1.3,2.11,0
2003-08-01,1.31,3.37,4.45,1.48,2.32,0
2003-09-01,1.24,3.18,4.27,1.29,2.19,0
2003-10-01,1.25,3.19,4.29,1.21,2.08,0
2003-11-01,1.34,3.29,4.3,1.27,1.96,0
2003-12-01,1.31,3.27,4.27,1.23,1.98,0
2004-01-01,1.24,3.12,4.15,1.09,1.89,0
2004-02-01,1.24,3.07,4.08,0.86,1.76,0
2004-03-01,1.19,2.79,3.83,0.52,1.47,0
2004-04-01,1.43,3.39,4.35,1.02,1.9,0
2004-05-01,1.78,3.85,4.72,1.34,2.09,0
2004-06-01,2.12,3.93,4.73,1.41,2.15,0
2004-07-01,2.1,3.69,4.5,1.29,2.02,0
2004-08-01,2.02,3.47,4.28,1.12,1.86,0
2004-09-01,2.12,3.36,4.13,1.1,1.8,0
2004-10-01,2.23,3.35,4.1,0.97,1.73,0
2004-11-01,2.5,3.53,4.19,0.9,1.68,0
2004-12-01,2.67,3.6,4.23,0.92,1.67,0
2005-01-01,2.86,3.71,4.22,1.13,1.72,0
2005-02-01,3.03,3.77,4.17,1.08,1.63,0
2005-03-01,3.3,4.17,4.5,1.29,1.79,0
2005-04-01,3.32,4.0,4.34,1.23,1.71,0
2005-05-01,3.33,3.85,4.14,1.28,1.65,0
2005-06-01,3.36,3.77,4.0,1.39,1.67,0
2005-07-01,3.64,3.98,4.18,1.67,1.88,0
2005-08-01,3.87,4.12,4.26,1.71,1.89,0
2005-09-01,3.85,4.01,4.2,1.4,1.7,0
2005-10-01,4.18,4.33,4.46,1.7,1.94,0
2005-11-01,4.33,4.45,4.54,1.97,2.06,0
2005-12-01,4.35,4.39,4.47,2.09,2.12,0
2006-01-01,4.45,4.35,4.42,1.93,2.01,0
2006-02-01,4.68,4.57,4.57,1.98,2.05,0
2006-03-01,4.77,4.72,4.72,2.09,2.2,0
2006-04-01,4.9,4.9,4.99,2.26,2.41,0
2006-05-01,5.0,5.0,5.11,2.3,2.45,0
2006-06-01,5.16,5.07,5.11,2.45,2.53,0
2006-07-01,5.22,5.04,5.09,2.46,2.51,0
2006-08-01,5.08,4.82,4.88,2.27,2.29,0
2006-09-01,4.97,4.67,4.72,2.38,2.32,0
2006-10-01,5.01,4.69,4.73,2.51,2.41,0
2006-11-01,5.01,4.58,4.6,2.41,2.29,0
2006-12-01,4.94,4.53,4.56,2.28,2.25,0
2007-01-01,5.06,4.75,4.76,2.47,2.44,0
2007-02-01,5.05,4.71,4.72,2.34,2.36,0
2007-03-01,4.92,4.48,4.56,2.04,2.18,0
2007-04-01,4.93,4.59,4.69,2.12,2.26,0
2007-05-01,4.91,4.67,4.75,2.29,2.37,0
2007-06-01,4.96,5.03,5.1,2.65,2.69,0
2007-07-01,4.96,4.88,5.0,2.6,2.64,0
2007-08-01,4.47,4.43,4.67,2.39,2.44,0
2007-09-01,4.14,4.2,4.52,2.14,2.26,0
2007-10-01,4.1,4.2,4.53,2.01,2.2,0
2007-11-01,3.5,3.67,4.15,1.35,1.77,0
2007-12-01,3.26,3.49,4.1,1.27,1.79,0
2008-01-01,2.71,2.98,3.74,0.86,1.47,1
2008-02-01,2.05,2.78,3.74,0.65,1.41,1
2008-03-01,1.54,2.48,3.51,0.23,1.09,1
2008-04-01,1.74,2.84,3.68,0.62,1.36,1
2008-05-01,2.06,3.15,3.88,0.79,1.46,1
2008-06-01,2.42,3.49,4.1,0.97,1.63,1
2008-07-01,2.28,3.3,4.01,0.84,1.57,1
2008-08-01,2.18,3.14,3.89,1.15,1.68,1
2008-09-01,1.91,2.88,3.69,1.55,1.85,1
2008-10-01,1.42,2.73,3.81,2.75,2.75,1
2008-11-01,1.07,2.29,3.53,3.69,2.89,1
2008-12-01,0.49,1.52,2.42,1.76,2.17,1
2009-01-01,0.44,1.6,2.52,1.59,1.91,1
2009-02-01,0.62,1.87,2.87,1.29,1.75,1
2009-03-01,0.64,1.82,2.82,1.23,1.71,1
2009-04-01,0.55,1.86,2.93,1.11,1.57,1
2009-05-01,0.5,2.13,3.29,1.07,1.72,1
2009-06-01,0.51,2.71,3.72,1.18,1.86,1
2009-07-01,0.48,2.46,3.56,1.18,1.82,0
2009-08-01,0.46,2.57,3.59,1.29,1.77,0
2009-09-01,0.4,2.37,3.4,1.03,1.64,0
2009-10-01,0.37,2.33,3.39,0.83,1.48,0
2009-11-01,0.31,2.23,3.4,0.48,1.28,0
2009-12-01,0.37,2.34,3.59,0.43,1.36,0
2010-01-01,0.35,2.48,3.73,0.42,1.37,0
2010-02-01,0.35,2.36,3.69,0.42,1.42,0
2010-03-01,0.4,2.43,3.73,0.56,1.51,0
2010-04-01,0.45,2.58,3.85,0.62,1.5,0
2010-05-01,0.37,2.18,3.42,0.41,1.31,0
2010-06-01,0.32,2.0,3.2,0.34,1.26,0
2010-07-01,0.29,1.76,3.01,0.34,1.24,0
2010-08-01,0.26,1.47,2.7,0.13,1.02,0
2010-09-01,0.26,1.41,2.65,0.13,0.91,0
2010-10-01,0.23,1.18,2.54,-0.32,0.53,0
2010-11-01,0.25,1.35,2.76,-0.21,0.67,0
2010-12-01,0.29,1.93,3.29,0.21,1.04,0
2011-01-01,0.27,1.99,3.39,0.06,1.06,0
2011-02-01,0.29,2.26,3.58,0.25,1.24,0
2011-03-01,0.26,2.11,3.41,-0.09,0.96,0
2011-04-01,0.25,2.17,3.46,-0.14,0.86,0
2011-05-01,0.19,1.84,3.17,-0.34,0.78,0
2011-06-01,0.18,1.58,3.0,-0.38,0.76,0
2011-07-01,0.19,1.54,3.0,-0.49,0.62,0
2011-08-01,0.11,1.02,2.3,-0.75,0.14,0
2011-09-01,0.1,0.9,1.98,-0.72,0.08,0
2011-10-01,0.11,1.06,2.15,-0.63,0.19,0
2011-11-01,0.11,0.91,2.01,-0.85,0.0,0
2011-12-01,0.12,0.89,1.98,-0.78,-0.03,0
2012-01-01,0.12,0.84,1.97,-0.92,-0.11,0
2012-02-01,0.16,0.83,1.97,-1.11,-0.25,0
2012-03-01,0.19,1.02,2.17,-1.03,-0.14,0
2012-04-01,0.18,0.89,2.05,-1.06,-0.21,0
2012-05-01,0.19,0.76,1.8,-1.12,-0.34,0
2012-06-01,0.19,0.71,1.62,-1.05,-0.5,0
2012-07-01,0.19,0.62,1.53,-1.15,-0.6,0
2012-08-01,0.18,0.71,1.68,-1.19,-0.59,0
2012-09-01,0.18,0.67,1.72,-1.47,-0.71,0
2012-10-01,0.18,0.71,1.75,-1.47,-0.75,0
2012-11-01,0.18,0.67,1.65,-1.38,-0.77,0
2012-12-01,0.16,0.7,1.72,-1.4,-0.76,0
2013-01-01,0.15,0.81,1.91,-1.39,-0.61,0
2013-02-01,0.16,0.85,1.98,-1.39,-0.57,0
2013-03-01,0.15,0.82,1.96,-1.43,-0.59,0
2013-04-01,0.12,0.71,1.76,-1.38,-0.65,0
2013-05-01,0.12,0.84,1.93,-1.14,-0.36,0
2013-06-01,0.14,1.2,2.3,-0.59,0.25,0
2013-07-01,0.12,1.4,2.58,-0.45,0.46,0
2013-08-01,0.13,1.52,2.74,-0.33,0.55,0
2013-09-01,0.12,1.6,2.81,-0.17,0.66,0
2013-10-01,0.12,1.37,2.62,-0.41,0.43,0
2013-11-01,0.12,1.37,2.72,-0.38,0.55,0
2013-12-01,0.13,1.58,2.9,-0.09,0.74,0
2014-01-01,0.12,1.65,2.86,-0.09,0.63,0
2014-02-01,0.12,1.52,2.71,-0.26,0.55,0
2014-03-01,0.13,1.64,2.72,-0.14,0.56,0
2014-04-01,0.11,1.7,2.71,-0.11,0.54,0
2014-05-01,0.1,1.59,2.56,-0.34,0.37,0
2014-06-01,0.1,1.68,2.6,-0.29,0.37,0
2014-07-01,0.11,1.7,2.54,-0.27,0.28,0
2014-08-01,0.11,1.63,2.42,-0.21,0.22,0
2014-09-01,0.11,1.77,2.53,0.1,0.46,0
2014-10-01,0.1,1.55,2.3,0.06,0.38,0
2014-11-01,0.13,1.62,2.33,0.14,0.45,0
2014-12-01,0.21,1.64,2.21,0.37,0.51,0
2015-01-01,0.2,1.37,1.88,0.17,0.27,0
2015-02-01,0.22,1.47,1.98,0.11,0.26,0
2015-03-01,0.25,1.52,2.04,0.04,0.28,0
2015-04-01,0.23,1.35,1.94,-0.26,0.08,0
2015-05-01,0.24,1.54,2.2,-0.1,0.33,0
2015-06-01,0.28,1.68,2.36,0.05,0.5,0
2015-07-01,0.3,1.63,2.32,0.14,0.5,0
2015-08-01,0.38,1.54,2.17,0.31,0.56,0
2015-09-01,0.37,1.49,2.17,0.33,0.65,0
2015-10-01,0.26,1.39,2.07,0.21,0.57,0
2015-11-01,0.48,1.67,2.26,0.4,0.69,0
2015-12-01,0.65,1.7,2.24,0.46,0.73,0
2016-01-01,0.54,1.52,2.09,0.33,0.67,0
2016-02-01,0.53,1.22,1.78,0.14,0.47,0
2016-03-01,0.66,1.38,1.89,-0.03,0.34,0
2016-04-01,0.56,1.26,1.81,-0.22,0.19,0
2016-05-01,0.59,1.3,1.81,-0.22,0.21,0
2016-06-01,0.55,1.17,1.64,-0.27,0.17,0
2016-07-01,0.51,1.07,1.5,-0.32,0.04,0
2016-08-01,0.57,1.13,1.56,-0.17,0.09,0
2016-09-01,0.59,1.18,1.63,-0.17,0.12,0
2016-10-01,0.66,1.27,1.76,-0.26,0.1,0
2016-11-01,0.74,1.6,2.14,-0.07,0.32,0
2016-12-01,0.87,1.96,2.49,0.15,0.56,0
2017-01-01,0.83,1.92,2.43,0.03,0.42,0
2017-02-01,0.82,1.9,2.42,0.01,0.4,0
2017-03-01,1.01,2.01,2.48,0.18,0.49,0
2017-04-01,1.04,1.82,2.3,0.08,0.39,0
2017-05-01,1.12,1.84,2.3,0.09,0.47,0
2017-06-01,1.2,1.77,2.19,0.14,0.46,0
2017-07-01,1.22,1.87,2.32,0.23,0.55,0
2017-08-01,1.23,1.78,2.21,0.16,0.43,0
2017-09-01,1.28,1.8,2.2,0.12,0.37,0
2017-10-01,1.4,1.98,2.36,0.25,0.5,0
2017-11-01,1.56,2.05,2.35,0.3,0.5,0
2017-12-01,1.7,2.18,2.4,0.42,0.5,0
2018-01-01,1.8,2.38,2.58,0.45,0.54,0
2018-02-01,1.96,2.6,2.86,0.63,0.76,0
2018-03-01,2.06,2.63,2.84,0.61,0.75,0
2018-04-01,2.15,2.7,2.87,0.65,0.74,0
2018-05-01,2.27,2.82,2.98,0.72,0.84,0
2018-06-01,2.33,2.78,2.91,0.71,0.79,0
2018-07-01,2.39,2.78,2.89,0.74,0.77,0
2018-08-01,2.45,2.77,2.89,0.79,0.79,0
2018-09-01,2.56,2.89,3.0,0.89,0.88,0
2018-10-01,2.65,3.0,3.15,1.01,1.04,0
2018-11-01,2.7,2.95,3.12,1.1,1.11,0
2018-12-01,2.66,2.68,2.83,1.08,1.02,0
2019-01-01,2.58,2.54,2.71,0.91,0.92,0
2019-02-01,2.55,2.49,2.68,0.73,0.8,0
2019-03-01,2.49,2.37,2.57,0.56,0.66,0
2019-04-01,2.42,2.33,2.53,0.49,0.6,0
2019-05-01,2.34,2.19,2.4,0.48,0.57,0
2019-06-01,2.0,1.83,2.07,0.28,0.37,0
2019-07-01,1.96,1.83,2.06,0.25,0.31,0
2019-08-01,1.77,1.49,1.63,0.11,0.04,0
2019-09-01,1.8,1.57,1.7,0.17,0.11,0
2019-10-01,1.61,1.53,1.71,0.12,0.15,0
2019-11-01,1.57,1.64,1.81,0.09,0.17,0
2019-12-01,1.55,1.68,1.86,0.06,0.14,0
2020-01-01,1.53,1.56,1.76,-0.09,0.04,0
2020-02-01,1.41,1.32,1.5,-0.26,-0.11,0
2020-03-01,0.33,0.59,0.87,-0.08,-0.12,1
2020-04-01,0.18,0.39,0.66,-0.37,-0.45,1
2020-05-01,0.16,0.34,0.67,-0.43,-0.44,0
2020-06-01,0.18,0.34,0.73,-0.67,-0.54,0
2020-07-01,0.15,0.28,0.62,-1.03,-0.83,0
2020-08-01,0.13,0.27,0.65,-1.28,-1.01,0
2020-09-01,0.13,0.27,0.68,-1.26,-0.98,0
2020-10-01,0.13,0.34,0.79,-1.23,-0.92,0
2020-11-01,0.12,0.39,0.87,-1.24,-0.84,0
2020-12-01,0.1,0.39,0.93,-1.48,-0.98,0
2021-01-01,0.1,0.45,1.08,-1.66,-1.0,0
2021-02-01,0.07,0.54,1.26,-1.77,-0.92,0
2021-03-01,0.08,0.82,1.61,-1.67,-0.66,0
2021-04-01,0.06,0.86,1.64,-1.67,-0.71,0
2021-05-01,0.05,0.82,1.62,-1.83,-0.85,0
2021-06-01,0.07,0.84,1.52,-1.63,-0.82,0
2021-07-01,0.08,0.76,1.32,-1.73,-1.01,0
2021-08-01,0.07,0.77,1.28,-1.72,-1.07,0
2021-09-01,0.08,0.86,1.37,-1.63,-0.97,0
2021-10-01,0.11,1.11,1.58,-1.64,-0.95,0
2021-11-01,0.18,1.2,1.56,-1.78,-1.06,0
2021-12-01,0.3,1.23,1.47,-1.52,-0.99,0
2022-01-01,0.55,1.54,1.76,-1.26,-0.69,0
2022-02-01,1.0,1.81,1.93,-1.06,-0.52,0
2022-03-01,1.34,2.11,2.13,-1.3,-0.72,0
2022-04-01,1.89,2.78,2.75,-0.54,-0.14,0
2022-05-01,2.06,2.87,2.9,-0.15,0.21,0
2022-06-01,2.65,3.19,3.14,0.3,0.53,0
2022-07-01,3.02,2.96,2.9,0.38,0.53,0
2022-08-01,3.28,3.03,2.9,0.34,0.39,0
2022-09-01,3.89,3.7,3.52,1.25,1.14,0
2022-10-01,4.43,4.18,3.98,1.71,1.59,0
2022-11-01,4.73,4.06,3.89,1.61,1.52,0
2022-12-01,4.68,3.76,3.62,1.45,1.36,0
2023-01-01,4.69,3.64,3.53,1.41,1.29,0
2023-02-01,4.93,3.94,3.75,1.5,1.41,0
2023-03-01,4.68,3.82,3.66,1.45,1.36,0
2023-04-01,4.68,3.54,3.46,1.23,1.19,0
2023-05-01,4.91,3.59,3.57,1.44,1.36,0
2023-06-01,5.24,3.95,3.75,1.81,1.55,0
2023-07-01,5.37,4.14,3.9,1.93,1.6,0
2023-08-01,5.37,4.31,4.17,2.07,1.83,0
2023-09-01,5.44,4.49,4.38,2.23,2.04,0
2023-10-01,5.42,4.77,4.8,2.46,2.41,0
2023-11-01,5.28,4.49,4.5,2.24,2.2,0
2023-12-01,4.96,4.0,4.02,1.88,1.84,0
2024-01-01,4.79,3.98,4.06,1.76,1.79,0
2024-02-01,4.92,4.19,4.21,1.87,1.93,0
2024-03-01,4.99,4.2,4.21,1.82,1.9,0
2024-04-01,5.14,4.56,4.54,2.11,2.15,0
2024-05-01,5.16,4.5,4.48,2.17,2.15,0
2024-06-01,5.11,4.32,4.31,2.1,2.05,0
2024-07-01,4.9,4.16,4.25,1.98,1.97,0
2024-08-01,4.43,3.71,3.87,1.74,1.76,0
2024-09-01,4.03,3.5,3.72,1.53,1.62,0
2024-10-01,4.2,3.91,4.1,1.68,1.81,0
2024-11-01,4.33,4.23,4.36,1.84,2.03,0
2024-12-01,4.23,4.25,4.39,1.89,2.09,0
